50.05405,19.935412
50.058959,19.93597
50.059409,19.939155
50.061897,19.936756
50.05146,19.948594
50.061641,19.93939
50.061643,19.946235
50.06486,19.941395
50.063641,19.932476
50.065472,19.941661
50.065508,19.947113
50.063797,19.935453
50.063994,19.934974
50.064563,19.937721
50.064634,19.935905
50.064373,19.933734
50.062425,19.933647
50.061564,19.933931
50.061328,19.932718
50.060031,19.930004
50.058905,19.932977
50.057705,19.935922
50.057548,19.938364
50.056928,19.939169
50.056588,19.938448
50.059456,19.935206
50.060884,19.938512
50.060905,19.942721
50.06185,19.940122
50.062712,19.938074
50.061934,19.93777
50.061599,19.937331
50.061466,19.937997
50.060886,19.937751
50.061573,19.936531
50.061318,19.939866
50.06137,19.93918
50.063797,19.939628
50.064419,19.944312
50.066157,19.940989
50.063935,19.943128
50.054983,19.938764
50.054637,19.935468
50.054274,19.934839
50.05359,19.933743
50.053018,19.933585
50.052846,19.935064
50.052854,19.939576
50.05501,19.938065
50.052726,19.939947
50.050761,19.931527
50.049573,19.927198
50.051171,19.931088
50.060466,19.923736
50.063707,19.911789
50.072421,19.948727
50.062877,19.957578
50.065691,19.955239
50.067932,19.957979
50.077431,19.991307
50.04743,19.961825
50.043262,19.957167
50.046762,19.954348
50.045411,19.945042
50.046621,19.947566
50.048217,19.937891
50.049683,19.944543
50.050863,19.949783
50.052682,19.947662
50.051966,19.948617
50.043354,19.949935
50.041765,19.948039
50.049746,19.917039
50.05494,19.893225
50.058262,19.90581
50.063414,19.916259
50.066547,19.917698
50.074935,19.951667
50.053713,19.85067
50.038081,19.958435
50.067356,20.03585
50.037021,19.960899
50.070268,19.993358
50.088949,19.98297
50.070225,20.068073
